                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2077,                 5.1677,                 1.1721,                0.35348,                 0.0403,                0.01912,                0.01471,                 1.2108,                  4.888,                 1.1518,             5.2665e-05,             5.2665e-05,             5.2665e-05
